reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReview
,B0011B6UI8,1,-1,2,"The whole point behind covering a song is to A) better the original or B) shake things up and make it different than the original. So when Rick Springfield announced that he was taking a break from songwriting and was recording a full album's worth of covers, made up of songs he'd always loved and wished he had written, I thought ""Cool...this just might work!"" Sadly, that's just not the case...THE DAY AFTER YESTERDAY is a tepid affair, with pretty much note-for-note arrangements of the original versions and weak, at times almost lazy, vocals. Now, I believe each and every one of us is entitled to their own opinion when writing a review like this, but I gotta be honest with you...I'm really shocked to read some of the die-hard fan's reviews stating that this CD captures and exhibits Springfield's True talents. Believe me, in MY opinion, none of the vocal nuances, emotions or guitar wizardry that was evident on his last two releases (1999's KARMA and last year's powerful SHOCK/DENIAL/ANGER/ACCEPTANCE) are anywhere to be found on this latest CD. Things kick off with a gauzy version of 10CC's ""I'm Not In Love."" I'm sure Springfield's breathy lead vocal is supposed to represent pain and anguish but, in the end, it just comes across as over the top. And don't even get me started on how silly and dated the ""Big boys don't cry"" lyric sounds 30 years down the line! (Though the ""I keep your picture/Upon the wall/It hides a nasty stain/Just lying there/So don't you ask me/To give it back"" still packs a wallop!). Things continue along the same path with ""Under The Milky Way"", ""Life In A Northern Town"" and ""Broken Wings."" Oh, sure, ""Under...."" has some nice acoustic guitar work, while there's a genuine earnestness to Springfield's vocal on ""....Town"" but, ultimately, each track - particularly the last two - collapses under the weight of various wrong turns (length and an over-blown chorus for ""Town"", an awful vocal arrangement and truly dated vibe for ""Wing""). No, things don't really kick in until the fifth cut, the ethereal ""Human."" Springfield not only manages to capture the pain of the original, he builds on and betters it. All the elements that made this a hit over twenty years ago are still there (a True testament to the writing genius of Jimmy Jam and Terry Lewis!), but thee's also a freshness and vulnerability that reverberates throughout the track. My only complaint....the cheesy pseudo-British female backing vocal (used two or three times too many throughout the disc!); I think the track would have had even more puch if Springfield had instead asked a fellow 80's survivor (say, Martha Davis, Terri Nunn or Pat Benatar) to join him. ""Holding On To Yesterday"" starts out with a nice, sultry groove, but then the horns kick in and the histrionic lead vocal sends the whole thing over and off the deep end. Moving in any number of directions, this is a song that ultimately spins out of control, not sure which course it wanted to take. ""Baker Street"" is another track that (sadly) fizzles. Yes, the sizzling guitars and wailing sax are intoxicating, but that's nothing new....they were 25+ years ago when Gerry Rafferty first released the song. You can't better it, you can't improve upon it, you certainly can't change it.....so why even try?!? All I can think of is Rick wanted to (re)introduce a classic to his younger fans...if that's the case, good for him! ""Waiting For A Girl Like You"" might have been a nifty left-field choice to include on SHOCK/DENIAL/ANGER/ACCEPTANCE, but here it just seems very run-of-the-mill. It's at this point that things picked up for me on the disc...not knowing much about Blue Nile, Westlife and Lizz Wright, their tracks almost seemed like new, original material to me. Couple that with a Beatles track and a John Lennon cut, plus the sole Springfield original, and you have many of the strongest moments on THE DAY AFTER YESTERDAY. ""Let's Go Out Tonight"" has a smokey, sexy quality to it, with some beautiful sax snaking in and out and a plaintive lead vocal coaxing the listener in. Add some delicate keyboards and muted percussion and you have the disc's best track. Covering the Beatles is always tough, but you just have to plug your nose and jump in feet first, and that's what Springfield does on ""For The One."" Much like ""Human"", he honors the original, but manages to put his own spin on things, making it sound fresh, contemporary and, most importantly, like it was one of his own. There's an understated quality to ""Miss You Nights"" that's both captivating and mesmerizing....the arrangement is thoughtful and uncluttered, while Springfield's vocal both soars and swirls. Another winner! ""Blue Rose"" is absolutely elegant, with a raspy, yet sincere, lead vocal and a jazz club combo-vibe to the arrangement...piano, guitar, drums and (especially!) sax all come together brilliantly. ""Cry"" is the disc's lone original cut, a powerful track that could have easily fit on S/D/A/A. With it's soaring lead vocal and thoughtful lyrics (""You've got to cry/And surrender to it tonight/Time alone/Won't heal your wounds/It just makes you numb""), it's yet another strong number. Things wrap up with ""Imagine"", a VERY tough song to cover (I mean, c'mon, it's JOHN LENNON's signature song!)....let's just say, Springfield doesn't embarrass himself. Unfortunately, that can't be said about THE DAY AFTER YESTERDAY as a whole....after two very strong releases, this disc is a definite step -or two!- backwards for Rick Springfield (Normally, I would also be docking the disc another half a star for not including the lyrics, but I know acquiring the publishing rights to a disc's worth of cover tunes could be costly, so I'll waive that rule here).",
,B0011GF9ZI,-1,1,5,Just another tune that when you hear it takes you back.  And this one also has you banging your head to the beat.  Awesome song.,
,B0011UY1F8,1,-1,3,Nice Song.,
,B0011UY1F8,-1,1,5,"If you played Portal you will know this song and probably will ""get"" it. If you have not played Portal it will probably seem silly to you though maybe catchy.",
,B0011W0D6C,-1,1,5,The first time I saw her live sing this it actually started to rain lol.,
,B0011W20PY,1,-1,3,yep !,
,B0011W20PY,-1,1,5,"I love this song, and amazon makes it totally worth it because unlike stupid iTunes, you can keep downloading it to a new phone, or redownload it if your internet dies or something in the middle of the download, all for free.
See iTunes, if u loose internet connection in the middle of the down load, or your power goes out, or you get a new computer you have to buy the song all over again, trust me, I experienced that huge problem with iTunes MORE THAN ONCE.
Where as Amazon is awesome cause it's all on your account, so you just log in and it's there, and it shows that you payed the $1 for it so it's yours. Even if you get a new phone, or iPod, or loose internet connection or whatever... your logged it, it's your account you payed for it, its all leagle, and it's yours, for like EVER. :D And (like I said above) if you loose internet connection you can retry the download unlike iTunes :D
In my own PERSONAL opinion I HIGHLY HIGHLY HIGHLY RECOMEND you download songs, and buy songs from Amazon.com verses buying it on iTunes. c:",
,B0011W3VXO,-1,1,5,"Beautiful song about being a parent, Plumb never disappoints. It sounds sad or eerie, but the words really aren't. It's not played on the radio enough for me so I bought it.",
,B0011W3VXO,-1,1,5,this song is about how a mother feels about her baby and imagines how that will change as he/she grows up!,
,B0011W0CE0,-1,1,5,I bought and paid for this song also and it says it down loaded but It says it downloaded but I can not find it on my itunes or my windows media player....How do I find it?,
,B0011W1Y2E,-1,1,4,as expected,
,B0011W1Y2E,1,-1,2,i bought 3 of this song and they were all the same. they were live proforments. i was looking for one i could line dance to.. they were not good of line dancing.,
,B0011W1Y2E,1,-1,2,i bought 3 of this song and they were all the same. they were live proforments. i was looking for one i could line dance to.  they were not good of line dancing.,
,B0011W20MW,1,-1,3,I am not a big Tim McGraw fan but I bought this song for a friend of mine who lost her daughter.,
,B0011W5PYM,-1,1,5,"It's Selah. What can I say? Wonderful vocals, and obviously anointed. I'm not sure it's possible for Selah to perform a song badly.",
,B0011W5T52,-1,1,5,I recieved a free Mp3 purchase when I bought CDs from amazon. I love this special deal because I am able to buy music from CDs that I would not buy. I only like this particular song and so I bought it.,
,B0011W0FSI,1,-1,3,yep !,
,B0011W0FSI,1,-1,3,"I liked it because its nice that he dedicated it to his daughter, its great dad and daughter song, so I got to play for a reminder of my dad",
,B0011W7GKS,-1,1,5,GIVES you something to think about. We should all follow his example.,
,B0011WABE6,-1,1,5,the music download are for me about convenience. the download is fast simple and easy and I don't want to go to a big box store just to get 1 song.,
,B0011WABE6,-1,1,5,"I shouldn't like this song. I am a Christian, and he cusses in the chorus. I don't like Country music. But this song makes me smile and makes me feel good. I think most people who respect hard work and family would like this song.",
,B0011W3ZYO,1,-1,3,great song,
,B0011W3WRE,-1,1,5,Oldie But a Goodie!,
,B0011WABE6,-1,1,4,"did not order, so can't review",
,B0011W3WRE,-1,1,5,"Grandpa (Tell Me 'Bout The Good Old Days) by The Judd's
No one sings it as good as the original artist that made the song famous!",
,B0011WABE6,-1,1,5,AMEN TO THAT JACK !,
,B0011XFEDI,-1,1,5,,
,B0011XCZ1M,-1,1,5,Ty,
,B0011XCZ1M,-1,1,5,"Item delivered on time, was as described.",
,B0011XCZ1M,-1,1,4,Gotta like FREE music regardless the genre,
,B0011XCZ1M,1,-1,3,Thanks,
,B0011XCZ1M,1,-1,3,"So, so classical music.  Must like classical music to appreciate.  Little too long thou...9 minutes.  Would recommend to others thou.",
,B0011YBRFQ,1,-1,3,"I am a bit disappointed by AZ's A.W.O.L. This album lacks of consistance. I love ""Do Or Die"", which in my humble opinion is a masterpiece (just like Nas' ""Illmatic""), but A.W.O.L. seems like a mixtape with major lack of coherence.

There are standout tracks, such as ""Never Change"", ""Can't Stop"", ""City Of Gods"", ""The Come Up"" and the Bonustrack #2 ""Magic Hour"", but the rest of the album just seems to be randomly and unkindly put together.

AZ is one of the best MCs in the business (no doubt), but he needs to come up with a neatly organized album. I am thinking about DJ Premier, Pete Rock and Buckwild to produce it with guest appearances by Nas, CL Smooth, Common and Cormega.

None the less, pick up this CD to support AZ. He is one of the last True rappers in the business! Check out AZ's Greatest Hits CD ""Decade 94-04"", which is hard to find in the US. This album rocks!",
,B0011Z0XSC,1,-1,3,"This was a gift, so I cannot comment.",
,B0011Z0VXE,1,-1,3,ok,
,B0011Z0VXE,-1,1,5,Ty,
,B0011Z0YQI,1,-1,3,It's a catchy tune but I but I never listen to it any longer...it's a song so I don't know what else I can say as far as this review goes...you either like it or you don't.,
,B0011Z0YQI,-1,1,5,yup ! healing,
,B0011Z0XFK,-1,1,5,Not sure why they want this reviewed.. It's a song. I knew what I was getting and that's what I got..  ????,
,B0011Z110G,-1,1,5,"Everyone needs to be reminded there are part's of their lives where we need to forget what we did, and maybe do it better.",
,B0011Z0YCM,-1,1,5,I could listen to his music for the rest of my life everyday,
,B0011Z0WQU,-1,1,5,A1,
,B0011Z0W3S,-1,1,5,my story,
,B0011Z0YA4,-1,1,5,It is the sign of the time!,
,B0011Z10YI,-1,1,5,I haven't found a Staind song I don't like!!! Awesome vocals and great guitar work!!! Hopefully they can come to some agreement and put the egos aside for another CD and tour!!!,
,B0011Z10UC,-1,1,5,https://images-na.ssl-images-amazon.com/images/I/51UDXLxnxGL._SS300_.jpg,
,B0011Z0XOQ,-1,1,5,"Amazon reviews are a wonderful tool, but make little sense when it comes to music. Music is a personal thing. If the name alone isn't enough to convince you to part with your 69 cents and make the purchase or if you just aren't very familiar with the artist, it would be much more beneficial to just listen to the sample that Amazon provides and judge it for yourself. Soo....scroll up and click on the little triangle next to ""sample this song"".",
,B0011Z1D0E,-1,1,5,IN MY PLAYLIST!,
,B0011Z1D8Q,-1,1,5,"I love this man and his songs.  taken from us way too soon.  This is definitely one of his best.  Some music you can ""work through""  Even when it's playing you can continue to talk to a friend or check your email.  When this song plays you have got to stop and listen.",
,B0011Z1DDQ,-1,1,4,I'm a lover of this type of music. I get the MP3 downloads which hasn't been the best with Amazon's Downloading device this past 4 months which is why I knocked a star off.,
,B0011Z0XDC,-1,1,5,Not sure why they want this reviewed.. It's a song. I knew what I was getting and that's what I got..  ????,
,B0011Z10Y8,-1,1,4,"I repeat, it's Green Day. 'Nuff said. They are revising their raw talent into finer talent. Still hardcore. Edgy. Walks the line between alternative rock and punk. Does contain explicit language.",
,B0011Z1D8Q,-1,1,5,Plus plus Plus,
,B0011Z1D1S,-1,1,4,Ok.,
,B0011Z1DMC,-1,1,5,"I like the original and the remake, Uncle Kracker did it justice.",
,B0011Z1DMC,-1,1,5,"I've always kinda liked this song, but was never really fond of Dobie Gray's higher-pitched voice for some reason. This guy & his band, however, really harmonize the lyrics quite well, and turned this piece from a ""ho-hum"" song to one that is quite a ""listening"" piece! Well worth the price, I think!",
,B0011Z1D8Q,-1,1,4,As expected.,
,B0011Z1D8Q,-1,1,5,:),
,B0011Z1D8Q,-1,1,5,Setting on the dock of the Bay.,
,B0011Z1D8Q,1,-1,3,ok,
,B0011Z0W2Y,1,-1,3,"Easy enough to listen to, not the best song in the world, but with the $.99 I paid for it.",
,B0011Z0W2Y,-1,1,4,"Nickelback must have been grooving on a hippie vibe when they wrote this song.  Or else John Lennon was coming through the Ouija board.  Imagine IMAGINE rewritten for a modern audience by Nickelback and you're half way there.

I like this song.  It's got punch and it evokes what the song-meisters want you to think and feel, but it's somehow still lightweight.

Recommend it.  (I mean I did buy it)",
,B0011Z0W2Y,1,-1,3,"Striking a near-perfect balance between grit and sensationalism, it takes viewers through a world marked by violence, double-dealing, and racial division, with an emphasis on the ambiguous morality and personal and familial baggage that come with a life lived between the straight world and the criminal one. The machinations of the characters and the twists of the plot are almost operatic, but the show remains rooted in the harsh realities of gangland.
Comment",
,B0011Z0YN6,1,-1,3,This is one of my favorite songs from Nickelback. I liked this product because it was a good price. This song did meet my expectations.,
,B0011Z0YN6,-1,1,4,"When I first heard this song on the radio, I was like, 'Wow, that's a change of pace.' And it was, after the usual modern rock chart-toppers they marched out one-by-one, this song is a refreshing change until... Radio drags it through the mud that is their airwaves 10 times a day. It was after a little while of that that I got more of a critical eye with the song as I came up with reasons to hate the song that was so overplayed by radio jocks. So first off, while the verses are good, the chorus, especially the last couple rounds of it in the last minute or so in the song, turns away from that, and falls flat, making it a flat love song at the end.

So overall, great verses, bad chorus. Maybe not the best of songs to win your lovers hand. But in any case, it's a good shake-up from the usual Nickelback.",
,B0011Z0YN6,-1,1,5,Ty,
,B0011Z0YN6,1,-1,3,"This was a gift, so I cannot comment.",
,B0011Z0YN6,-1,1,5,For my wife Renee!,
,B0011Z0YN6,1,-1,3,"Striking a near-perfect balance between grit and sensationalism, it takes viewers through a world marked by violence, double-dealing, and racial division, with an emphasis on the ambiguous morality and personal and familial baggage that come with a life lived between the straight world and the criminal one. The machinations of the characters and the twists of the plot are almost operatic, but the show remains rooted in the harsh realities of gangland.
Comment",
,B0011Z0YR2,-1,1,4,a real bore. Catchy tune but one gets tired of listening to it real quick.,
,B0011Z0YR2,-1,1,4,"Say what you want about Nickelback, they're one of, if not the most popular rock group today. And their ""most annoying"" is their best song. The song is basically wanting the life of a Rockstar, which Nickelback is, so... not the most original theme. In fact, this song is more cliched than a international South Park cartoon character. But, what makes the song is the catchiness. You'll have it stuck in your head whether you like it or not, and soon, in the middle of a crowded elevator, you'll start singing, ""I'm going to pop my pills with a pez dispenser."" This may of course cause you much embarrassment, and will cause you to smash your radio. But in the end, it's a rock song, and Nickelback's best rock song, and maybe best song period. I'm not saying it's a great song, just Nickelback's best song, because it's so darn catchy.

Overall, there are many warnings to give before getting this song, and they are too numerous to name here. So, be warned, you might not like, or get out of your head, what you hear.",
,B0011Z0YR2,-1,1,5,Ty,
,B0011Z0YR2,-1,1,5,I don't care what anyone says about Nickelback. Obviously they don't either. Juju doesn't affect them. Freely case cigarettes day marred,
,B0011Z0YR2,1,-1,3,Has a nice beat and is easy to dance to. I give it a rating based upon my tastes. Your mileage may differ!,
,B0011Z0YEA,-1,1,5,Brought back memories.,
,B0011Z0YR2,1,-1,3,"This song is funny. It's decent but many hate it, and I guess I can't blame them. I however, liked it enough to write a review on it so you guys can see my opinion. This song has nothing on Photograph in my opinion though. I love that song.

Chad is basically saying how everyone wants to be a rock star, how everyone in the industry is skinny and trying to be a centerfold and also, interesting enough, ""have their dealers on speed dial.""

lol....

My cousin Tasha LOVES this song. (:

3.5 stars.",
,B0011Z0ZU8,-1,1,4,They were a two hit wonder (this song was on Dawson's Creek and the other was on the songtrack to So I Married an Axe Murderer) and for .$69 I bought it.,
,B0011Z10UM,-1,1,5,https://images-na.ssl-images-amazon.com/images/I/61f15LjfP-L._SS300_.jpg,
,B0011Z10UM,-1,1,5,I do not write revews for single mp3's  I do not write revews for single mp3's  I do not write revews for single mp3's,
,B0011Z10UM,-1,1,5,"I'm always loved this song. Just got around to actually buying it.  There's no sound like Crosby, stills, Nash, and young.",
,B0011Z2Z0Q,-1,1,5,It's  PRINCE!,
,B0011Z10BG,-1,1,5,"This is the version I was looking for. It is not from a concert or any kind of live version, and it is the uncensored version.",
,B0011Z31FY,-1,1,5,"The title sums this up, i'd come looking for a copy of The Wreck of the Edmund Fitzgerald which led me to this EP. I was familiar with nearly every song on it, and those that i weren't were just as good. At the price, i'd've been stupid to by just one or two of the songs.",
,B0011Z2Z0Q,-1,1,5,A,
,B0011Z30MS,1,-1,3,This song was a giant hit in my generation. love it.,
,B0011Z2Z0Q,-1,1,5,Hit,
,B0011Z2Z1K,-1,1,5,Its Prince,
,B0011Z2Z1K,-1,1,5,Hit,
,B0011Z1DPY,1,-1,3,"Pretty much the same as my previous Nickleback song review, you know what you're getting. It's listenable, at least for a few times.",
,B0011Z1DPY,1,-1,3,"I like the band's music.  The only problem I have is that every song is similar.  Admittedlly this could be that I haven't listened to them much and the samples don't really reflect the entire composition.  Good Band, Good Song.",
,B0011Z1DPY,-1,1,5,"I liked this song, but didn't want the whole album. I just searched for the names of this group's songs that I want.",
,B0011Z1BHO,-1,1,5,haave it on my phone to exercise to/ always makes me run faster  definitely R rated/not for kids under 16,
,B0011Z2Y5C,-1,1,5,Not sure why they want this reviewed.. It's a song. I knew what I was getting and that's what I got..  ????,
,B0011Z2Y5C,-1,1,5,Everyone I know has every word of this song memorized.,
,B0011Z2Y5C,-1,1,5,smoof,
,B0011Z310Y,-1,1,5,5 stars,
,B0011Z310Y,-1,1,5,"Very similar to Wind Beneath My Wings. Not familiar with this artist's work, so this is a good intro.",
,B0011Z3GFY,-1,1,5,Was what it is.,
,B0011Z310Y,-1,1,5,Heart felt...,
,B0011Z2Y16,-1,1,5,Remember this on am radio when I was a kid.,
,B0011Z310Y,1,-1,1,GOOD,
,B0011Z3GFY,-1,1,5,classico,
,B0011Z310Y,-1,1,5,Can't beat Josh no voice like his,
,B0011Z3GFY,-1,1,4,k,
,B0011Z2YAC,-1,1,5,Not sure why they want this reviewed..  Its a song.. I knew what I was getting and that's what I got. ????,
,B0011Z3GFY,-1,1,5,claassic,
,B0011Z3GFY,-1,1,5,Eric,
,B0011Z1DEK,-1,1,5,"well, isn't it, still????",
,B0011Z3GFY,-1,1,5,Showing my age,
,B0011Z310Y,-1,1,5,Moving song!,
,B0011Z1BXS,-1,1,5,AAAAA+++++,
,B0011Z1BXS,-1,1,4,1,
,B0011Z1BXS,-1,1,5,:),
,B0011Z1BXS,-1,1,5,Can't help but turn it up!,
,B0011Z1BXS,-1,1,4,I am not much for writing reviews let alone writing more then a few words and don't like it when forced to  so  I liked it.,
,B0011Z1BXS,-1,1,4,I knew the song before i purchased. What can I say?  I like it.  It isn't a song I had so I purchased. it.,
,B0011Z4Z3G,-1,1,5,Eric,
,B0011Z4Z3G,-1,1,4,ok song,
,B0011Z4Z3G,-1,1,5,REMINDS ME OF MY SOPHOMORE YR. IN HS,
,B0011Z310Y,-1,1,5,"I downloaded this song onto my mp3 player on my phone, heard this song on the radio and had to have it for days when filling down.",
,B0011Z4Z3G,1,-1,3,We have always enjoy listening to this music. We put in on play lists for events with family and friends.,
,B0011Z4Z3G,1,-1,3,"This latest effort by Tracy is reminiscent of ""Gove me one reason"" but worth it to hear her fresh sound again.....Tracy is a very talented artist.",
,B0011Z4X9C,1,-1,3,Great song,
,B0011Z2Y7A,-1,1,5,Not sure why they want this reviewed.. It's a song. I knew what I was getting and that's what I got..  ????,
,B0011Z3F8M,-1,1,5,e,
,B0011Z3F8M,1,-1,3,Humorous lyrics....it is rumored that she was talking about James Taylor,
,B0011Z3F8M,1,-1,3,Good song,
,B0011Z4XF6,-1,1,5,Not sure why they want this reviewed.. It's a song. I knew what I was getting and that's what I got..  ????,
,B0011Z4XJ2,-1,1,4,"I must say that I am not particularly familiar with the Goo goo dolls but I really like this cover of Supertramp's ""Give a little bit"". It is a bit more of a rock version with driving guitars and not-so ethereal vocals.",
,B0011Z4XF6,-1,1,5,I really think reviewing songs are worthless. It's a song and if I didn't like it I would not have purchased it.,
,B0011Z4YB4,-1,1,4,Okay,
,B0011Z4YB4,-1,1,5,"A-W-E-S-O-M-E ........... vocals, arrangement, beat, music........the beat",
,B0011Z4YB4,-1,1,5,AH MEMORIES,
,B0011Z5IGE,-1,1,5,"What I've Done
Linkin Park. The band says it all Linkin Park",
,B0011Z5IGE,-1,1,5,"My daughter enjoys listening to this band and is happy with the purchase. Seven more words required, blah, blah, blah!",
,B0011Z1DEU,-1,1,5,IN MY PLAYLIST!,
,B0011Z4YB4,-1,1,5,memories,
,B0011Z5IFK,-1,1,4,"First off, while this song may have a close structure to a certain U2 song, it wouldn't be the first time a good song sounded like a good song, Boulevard of Broken Dreams-Wonderwall? What about Take Me Out-Paralyzer? The point is, not a big deal.

So anyways, the song has a nice buildup. It is a little slow, and the payoff may be less than satisfying, but Linkin Park is clearly going for a soft rock sound, to go in some background somewhere. Some people may like the sound, like soft rock fans, but fans of Linkin park will be like, WTH? ""In The End"" this is not. The vocals suit the song, the lyrics are good. Are they trying to go for a love song or something?

Overall, try first, maybe buy if you like. For me, it's just another song on radio I could really care less about. And definitely not one you want to hear all the time. Maybe every once in a while, but that's it.",
,B0011Z4YB4,-1,1,5,you feel so helpless.,
,B0011Z4YB4,-1,1,5,Hit,
,B0011Z4YB4,1,-1,3,no review,
,B0011Z4YB4,-1,1,5,Woop Woop,
,B0011Z5IJG,-1,1,5,I don't really care for his music but I cannot get enough of this song.  Up there where the air is rare.  Great harmony and spectacular performance on this one track.,
,B0011Z5IJG,-1,1,5,Eric,
,B0011Z4Y6E,1,-1,3,"This was a gift, so I cannot comment.",
,B0011Z4Y6E,-1,1,5,:),
,B0011Z4ZGI,1,-1,3,"This was a gift, so I cannot comment.",
,B0011Z2Z4C,-1,1,5,Brings back memories,
,B0011Z2Z4C,-1,1,5,He knew he was A Star! Purple Rain Movie & Soundtrack confirmed it!,
,B0011Z2Z4C,-1,1,5,He is a star,
,B0011Z2YZW,1,-1,3,"I like this song. I know it's dated but it's just got a fun vibe to it. I'm sure Prince is known for alot of music since this cd, but it's still enjoyable.",
,B0011Z3ESI,-1,1,5,,
,B0011Z0WNS,-1,1,4,Okay,
,B0011Z0WNS,-1,1,5,"What can I say , it's Prince.",
,B0011Z0WNS,-1,1,5,Brings back memories,
,B0011Z0WNS,-1,1,5,It's Prince!,
,B0011Z0WNS,-1,1,5,no comment,
,B0011Z0WNS,-1,1,5,Hit,
,B0011Z0WNS,-1,1,5,I am what you don't understand,
,B0011Z4ZVI,-1,1,5,What can I say it's PRINCE !,
,B0011Z4WT8,1,-1,3,good,
,B0011Z4WT8,-1,1,5,"""In The End""

(It starts with one)
 One thing I don't know why
 It doesnt even matter how hard you try
 Keep that in mind, I designed this rhyme
 To explain in due time
 (All I know)
 Time is a valuable thing
 Watch it fly by as the pendulum swings
 Watch it count down to the end of the day
 The clock ticks life away
 (Its so unreal)
 Didnt look out below
 Watch the time go right out the window
 Trying to hold on but didn't even know
 I wasted it all just to watch you go

 I kept everything inside and even though I tried, it all fell apart
 What it meant to be will eventually be a memory of a time when...

 I tried so hard
 And got so far
 But in the end
 It doesn't even matter
 I had to fall
 To lose it all
 But in the end
 It doesn't even matter

 One thing, I don't know why
 It doesnt even matter how hard you try
 Keep that in mind, I designed this rhyme
 To remind myself how
 I tried so hard
 In spite of the way you were mocking me
 Acting like I was part of your property
 Remembering all the times you fought with me
 Im surprised it got so (far)
 Things aren't the way they were before
 You wouldnt even recognize me anymore
 Not that you knew me back then
 But it all comes back to me
 In the end

 You kept everything inside and even though I tried, it all fell apart
 What it meant to me will eventually be a memory of a time when...

 I tried so hard
 And got so far
 But in the end
 It doesnt even matter
 I had to fall
 To lose it all
 But in the end
 It doesnt even matter

 I've put my trust in you
 Pushed as far as I can go
 For all this
 Theres only one thing you should know
 I've put my trust in you
 Pushed as far as I can go
 For all this
 Theres only one thing you should know

 I tried so hard
 And got so far
 But in the end
 It doesnt even matter
 I had to fall
 To lose it all
 But in the end
 It doesnt even matter",
,B0011Z4WT8,-1,1,5,I had no other reason to get this song other than I was thinking of another Linkin Park song and thought hay this one is not bad either.,
,B0011Z4ZDQ,-1,1,5,"Twenty years ago, at the end of 1994, MTV counted down 100 music videos of 1994 and gave the number one video position to the song Basket Case by Green Day from the CD Dookie. I used a magnifying glass to study the picture art on the cover of the CD jewel case and found the caption: twisted dog sister. The blimp in the upper left corner of the picture on the CD cover has the message: BAD YEAR. The CD is round and does not have the entire message, but the art on the CD itself clearly has bombs that are called DOOKIE. This CD was released in 1994 during the transition from January to February, so MTV had many opportunities to play the song Basket Case during the year 1994, and I think a special thrill was beheld internally at the idea of giving myself the creeps and my mind plays tricks on me. Basket Case was the Martin Luther Stonehood of 1994 expressing itself in punk rock, and people who have forgotten are like Americans who lack Hegel circling the present with the depth of its past.",
,B0011Z3ETW,1,-1,3,In the white room with black curtains at the station....Classic Rock at its finest. I used to jam out to it on vinyl when I was young.,
,B0011Z3ETW,1,-1,1,"I love this song, but I never got it. I wish that I had.",
,B0011Z74IE,-1,1,5,what can I say? It's Prince...,
,B0011Z3ETW,-1,1,5,A+++,
,B0011Z74IE,-1,1,5,Jamming,
,B0011Z74IE,-1,1,5,#DOPECLASSICALBUM!!,
,B0011Z3ETM,-1,1,4,I bought this because I am learning the bass line,
,B0011Z74IE,-1,1,5,My childhood wrapped up in one album.,
,B0011Z74IE,-1,1,5,no comment,
,B0011Z3ETM,-1,1,5,"I'm glad to get this song as originally recorded, but still frustrated with Amazon's download process that tries to push their cloud player and fails to download to iTunes without significant hassles. In order to get Amazon downloads properly into iTunes, I must try several times to download, then manually find the file and set up folders..",
,B0011Z74IE,-1,1,4,Ty,
,B0011Z74IE,-1,1,5,Hit,
,B0011Z5KBC,-1,1,5,Bring me to tears,
,B0011Z5KBC,-1,1,5,Blast from the past!!!,
,B0011Z5KBC,1,-1,3,"Used for memorial video after loved one's death, and it worked great.  The family loved it and found it very comforting.",
,B0011Z5KBC,-1,1,4,I'm a lover of this type of music. I get the MP3 downloads which hasn't been the best with Amazon's Downloading device this past 4 months which is why I knocked a star off.,
,B0011Z760U,-1,1,5,#DOPECLASSICALBUM!!,
,B0011Z76GE,1,-1,1,"I was a cashier on Junior's 4th floor shoes at Macy's Herald Square in Manhattan.  I had mad fun, actually working at my favorite department store.  There was this playlist that played nonstop.  This was one of the tunes on it. Sean Paul is mad fine.  A spanish guy from Jamaica.  Dancehall had come in style since I was a high school student.  One of the names mentioned in the song is ""Rebekah,"" that's me, which is why I love it.  ""Rebekah, Joanna, Donna, Annabella, and Jodi.""  These are the names of the sexy women he mentions in ""Get Busy.""  I don't know if ""Kana Kana"" counts as a name.
The beats in ""Get Busy"" are pretty fast, terribly abrupt, and choppy. There is that syncopated constant short clap beat throughout the song in addition to that daydream um....sound.  He rhymes pretty fast.  Jamaican patwa is quick.  He says, ""it's all good girl,"" making it a feel good song.  Sean Paul is good peoples!",
,B0011Z74C0,1,-1,3,thanks,
,B0011Z74C0,1,-1,3,"This was a gift, so I cannot comment.",
,B0011Z76XW,-1,1,4,oldie and goodie,
,B0011Z76XW,-1,1,5,This is is a classic to me and many of my friends from the era. Nothing like the instrumental of Green Onions. Never tired of it in the 60s-70s and love it today even more since there is no music anymore......... just computer generated noise.,
,B0011Z77TA,-1,1,5,TY,
,B0011Z77TA,-1,1,5,: ),
,B0011Z77TA,-1,1,5,"Afer I downloaded another song by G. Barkley( Who's gonna save my soul) I remembered this diddy, so I got this one too. Only thing I don't like is prior song I bought was recorded very low and this one very loud, so when I use my play list have to crank one and then run back n lower volume for 2nd song, which kinda suc*s.",
,B0011Z77TA,-1,1,5,"Love the song ""Crazy"" by Gnarls Barkley, but couldn't remember the name of the performer.  Not to worry:  my IHOP waiter knew it right off.  I was in Gatlinburg, where my cell service was not too good.  The first time it downloaded it did not do so correctly.  So I received an email warning me of this problem.  The next time I looked (later in the day). without any further action on my part the song had downloaded perfectly.",
,B0011Z77TA,1,-1,3,This is a fine song my son wanted it and thought it would be fun but once we got it he was over it.  LOL children!,
