predictRating,T_v,overall,reviewText
-1,1,4.0,"This review is for the ""Urban Spa Boucle Bath Mitt For Shower, Bath, Exfoliating and Cleansing"" - basically a bath mitt with a natural boucl yarn.
You only get one mitt which has a soft exfoliating surface that is less harsh than a loofah yet still exfoliates effectively.

The mitt is thin and it fits my hand normally if not a little loose. I have large hands.  I was perplexed by all the reviews about these being small.  Maybe this points to a QC issue?

It performs well in the shower - gently abrasing skin.  I use it with a high quality body wash.

Overall - this is a decent mitt but nothing spectacular.  I've used products from my local stores that are as good or better for perhaps less price.  It does work and it does leave my skin feeling soft and refreshed.  I would recommend it with reservations."
1,-1,3.0,"This is a very standard shower cap. It does the job, but it no different from the ones I have purchased over the years from various drugstores. If you are looking for a shower cap, this one is as good as any."
1,-1,3.0,"this is a cute shower cap. It comes in a little plastic envelope with a snap making it easy to tuck in a suitcase. The teal pattern is pleasant. The cap itself is unlined and made of rather crinkly plastic. The elastic is covered with white plastic. I've been growing out my hair and it is now past my shoulders. I was pleased that this cap was able to accommodate it all. The plastic is waterproof. the cap should fit most head sizes.

I use shower caps when airbrushing makeup and when actually painting the interior of my house as well as for showers and deep conditioning. This one certainly performs as well as any. the pattern is pretty but it is not especially comfortable or well made. especially considering the price point.  It does the job it was designed to do but the quality is on a par with the dollars store or discount beauty supplier."
1,-1,3.0,"This product was one of many in a birthday basket. I have not heard anything negative from the person who received the basket therefore, I am assuming it was good."
-1,1,4.0,"As a shaving cream, this performs well.  It's moisturizing and it washes off without leaving residue.  It works even with razors that are kind of dull (which is good, because I forget to change my razor out as often as I should) -- I didn't cut myself at all.

Because this isn't a foaming product, you do have to use more than you would with some competing products.  I found it non-irritating, too.  (You can see the full ingredients list if you scroll down the main product page.)

This does have a strong smell.  I kind of like it, but I have heard from plenty of people who detest the scent.  It's an artificial blueberry sort of scent.  So if you have reactions to strong fragrances, you may want to stay away."
-1,1,5.0,I received the shampoo because I was suffering from dandruff and I was like ok lets try it and I couldn't believe the result from only just one wash. it cleared out the dandruff without drying my hair out. My hair felt smooth and Fresh after just the first wash. I tried aveda spray before but it was useless and waste of money
-1,1,4.0,Good but kind of drying
-1,1,5.0,I am allergic to a lot of things. I occasionally get a red rash over my body after using some other body washes. This one is an exception. Not a single complain. Perfect!
-1,1,5.0,"It gets messy after the first few times, but clears out the head nicely. My son has no traces of eczema and very small amount of dandruff after less than two weeks of use."
1,-1,3.0,Good light scent. Have received complements from people that I smell nice after using it. 3 stars because bottle is kind of small for a shower gel (size compariso photo attached) and it doesnt really help me wake up in the morning like other products.
-1,1,4.0,"I've used a chemical shampoo for too long and my hair started breaking off! So with a lot of research I bought this! It has made my hair (which is thin with oily roots and dry ends) way stronger and shinny without being oily! It's really fantastic. I took a star away for 2 reasons, one is because the price is a bit outrages, and two is because if I use it every day my hair starts to get buildup so I have to find a clean shampoo that washes away the build up to use twice a week.."
-1,1,5.0,"I was using this shampoo from six years and found helpful restoring hair and reducing dryness of psoriasis.
But it was discontinued from three years .Why I don't know .Then I used other psoriasis  shampoos ,which didn't help .scalp still dry and hair falling down. I bought on line but came in small bottle and was costly, and was looks like doublicate not the real."
-1,1,5.0,I have really dry skin and Olay ribbons is the only body wash I use. Getting more and more difficult to find in stores - hope it doesn't disappear here as well.
-1,1,5.0,Lovin' them.
-1,1,5.0,"It's Bare Escentuals, 'nuff said!"
-1,1,5.0,What the hubby wanted
-1,1,5.0,AAA+
-1,1,5.0,Wife uses this cream always. Hard to get.
-1,1,5.0,Google the uses and you will be a buyer.
-1,1,5.0,"I'm 63 with still nice hair but so much less than when I was younger, before menopause, so I bought both the shampoo and this conditioner to help strengthen and grow my hair possibly thicker again...the shampoo made my hair feel so stiff it was hard to push my fingers thru my scalp, I wasn't happy, but rinsed and put in this conditioner..........WOW..... my hair turned into silk.....my scalp felt cool like there is mint in the conditioner.....hope it works, I will stick it out because of the conditioner.....I also never understand when a company make the shampoo bottle larger than the conditioner bottle...we all use more conditioner than shampoo, ..i will update in a couple of months"
-1,1,5.0,"For some reason, nowhere near me sells this. Amazon fixed this problem, and I'm now a happy fox."
-1,1,5.0,"This has helped my hair more than any other product I've tried. I went from red back to blonde and the stylist I was seeing FRIED my hair. Literally told me ""no charge for the chemical cut!"" and laughed. It's been an entire year of hair rehab and this is the only stuff that's worked. I've tried Kerastase, PHYTO and Davines. The Davines conditioner was great, the shampoo not so much. So I switched back to Theorie."
-1,1,5.0,"Used for years, it has DHT blocker"
-1,1,5.0,as advertised
-1,1,5.0,As expected for price.
-1,1,5.0,"AS awesome as this product is, it HAS been discontinued by the makers. The people selling this on here, including the shampoos and conditioners ARE price gouging you and who knows how OLD it is..  Very Sad"
-1,1,5.0,:)
-1,1,5.0,Loved the products however did think it was priced a little high wanted to get the lotion but the price with shipping and handling was way too much!
-1,1,5.0,"This is a ridiculous price and the seller should be ashamed!  Bath and Body Works quit selling this and the lotion that went with it and I have no idea why.  Everywhere I went perfect strangers would ask me what scent I was wearing!  I told them this in the store, as if it did any good.  SO, for all you out here who love the vanilla scent, try this, also sold on Amazon:

Monoi Tiare Tahiti Coconut Oil Vanilla -- 4 fl oz
Sold by: Express Health
$11.26

It is made in Tahiti and has a real vanilla bean in the bottom of the bottle.  Because it has coconut oil in it, it solidifies at 68 degrees, but all you have to do is put it into your hand and it melts.  It smells SO GOOD!  It also has Tiare flower scent in it that the Bath & Body Works formula had as well as Vitamin E and actual vanilla bean fragrance from a real vanilla bean.  It is only 4 ounces, but a little goes a long way and is only $11.26.  This is a body lotion and it smells awesome and is the closest thing to the B&BW formula I could find with a reasonable price tag.

Buy it Again"
-1,1,5.0,"I've used this shampoo for years and loved it............. BUT.... the last bottles I bought at Big Lots were only $1.70 for 16ozs.  There's no way its worth $39 a bottle.  Who are you guys kidding? What a scam! There are plenty of other products out there that do a good job for far less money.
Use a nice conditioner (I still have several bottles left that I paid less than $2 for) and you'll still get nice results.  Bah-humbug for those scam artists trying to sell this for 10 times what it's worth."
-1,1,5.0,If they discontinued this scent I would go postal. <3
-1,1,5.0,"I love this scent, and it's no longer being made.
I'm always on the hunt for ""something like it.""
It reminds me of the 70's fragrance, ""Golden Autumn"", also not being made any more.
Today's scents hit my nose in the wrong way, they are either too ""piquant"" with heavy tones of freesia, or too much like bubble gum.
I spent the money and bought Channel No. 5 thinking, I'd just sort ""move up"", and while it smell great at first blush, it turns into just a baby powder smell on me. I can get baby powder for a lot less.
If the fragrance gods are listening, please recreate this or something like it! I always get compliments on it."
-1,1,5.0,I would recommend this eye cream because it is extremely moisturizing and it only takes a small dab for each eye.  I could tell after only a few times of using it that the fine lines around my eyes weren't as noticeable.
-1,1,5.0,I've been using this product for a couple of years at the suggestion of my hair stylist. Took away the dullness of my gray hair. I like it.
-1,1,5.0,"I was looking for a product that will help minimize the fine lines around the my eyes and only after 2 weeks I could notice an improvement. After 3 weeks my family started commenting on my skin! It does not leave my face feeling greasy nor does it have any fragrance. I feel like it has made my skin look firmer, which makes me looker younger!"
-1,1,5.0,luv it
-1,1,5.0,"Before writing this review I used up the entire bottle of the calm shampoo and conditioner. It never made my scalp break out and made my hair super soft. If you are looking for more volume try the argon shampoo and conditioner. I basically used this one when I was wearing my hair straight and using a straightening iron. I would recommend this product. I have color treated hair with a slightly wavy, medium texture."
-1,1,4.0,muy bueno
-1,1,5.0,luv it
-1,1,5.0,"One of my favorite skincare lines. That said, I usually use their other line but since I'm not getting younger, I thought I'd try their more mature line. Strangely, it's LESS moisturizing than their younger line. I'm still using it but next order will be back to their younger line of skincare.

I think the essence in this package is better but the overnight cream and moisturizer in the other package is much better.

I do not use their eye cream, though. Gave it away as it's just too heavy for my purposes and increases milia."
-1,1,5.0,Luv it!
-1,1,5.0,
-1,1,5.0,One liter almost lasted a year.... I forgot how much I spent but it's worth it
-1,1,5.0,This is my wife's go to body wash.
-1,1,5.0,$65 for one bottles of soap!! Do NOT use this sight unless you are very wealthy!
-1,1,5.0,soapy
-1,1,5.0,yum
-1,1,5.0,"I purchased a bottle of this shampoo because it's my favorite, ever. But when it arrived it had been wrapped too tightly and the top of the bottle broke off during shipping. I kept it because I was almost out of my bottle but let them know it had arrived damaged. They were nice enough to replace my bottle and send a very brief apology. You can definitely buy this stuff anywhere, but there's some peace of mind that comes from knowing your supplier will take care of you."
-1,1,5.0,"Actually, at first I intended to order white musk 'lotion', not the body wash.
So I ordered the wrong item without reading the description carefully.
The funny thing is I USE THIS EVERYDAY.
I smelled both scents of the lotion and body wash, and I prefer this one."
-1,1,5.0,"It was what my 16 year old grandson wanted,because he can not fine it in the stores. Please bring it
back to walmart."
-1,1,4.0,"Love the product, except for the fact that TWO bottles have now broken after being dropped in the shower. The tops needs to be screwed off which I would change to a more friendly flip top which would not require three hands. The product is too expensive to  be wasted down the drain or watered down because the top keeps getting broken off (two different bottles)."
-1,1,5.0,Dove no longer manufactures this body wash so I was relieved to find it on Amazon. The price is ridiculous but since I could not find it anywhere else I bought it. This is the only body wash I can use that doesn't dry my skin and make me itchy. If you pair this with Dove's Cream Oil lotion you're good to go.
-1,1,5.0,"I continually get compliments on how wonderful I smell whenever I have used this product- especially when using it with the body lotion. I bought this product at Bath and Body during one of their annual sales a year ago and now they no longer carry it. However, other dealers have it online for $ 45 and the lotion for $45  up to 95? I don't know why Bath & Body stopped selling it."
-1,1,5.0,Would buy more of the body cream if moire was available.  This body cream is hard to come by.  I buy anytime I find on a site.  Lotion is easily available but the body cream is difficult to obtain.  This is my signature fragrance.
-1,1,4.0,"I would give it 5 stars but it is way over priced! My hair is looking better and seems to be healthier but I am using the Reflection Chroma Thermique also so who knows which one is working or if it is the combination..I won't pay that price again, if it were cheaper I would keep using it but I am not going to keep using it at that price..Now that my hair is in better shape I think it will be okay, I had damaged it using bleach.."
-1,1,5.0,"This is my favorite body wash of all time. I love how my skin feels, the scent of it and that it comes in non-breakable bottles but, it is not available to purchase anymore. These last few bottles I was able to purchase were ridiculously overpriced yet, I still bought them. I don't understand why the company stopped making this product and would love to find something similar to replace this as my everyday body wash."
-1,1,5.0,"Can't get this in the US (not ever made here, as far as I know), and not in Canada apparently anymore either.  Pricey but it's an import...."
-1,1,5.0,I have a sensitive nose when it comes to strong scents and sensitive skin to harsh products so Philosophy seemed like my best bet. I love it. This scent is mild but sweet. Leaves skin so soft. The lotion helps to keep the mild scent all day.
1,-1,3.0,"I just recently started shaving again with an electric razor after 40 years of blades. I bought the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Philips-Norelco-1150x-40-SensoTouch-2d-Electric-Shaver-Metallic-Blue/dp/B003V360NY/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Philips Norelco 1150x/40 SensoTouch 2d Electric Shaver, Metallic Blue</a>&nbsp;and absolutely love it. Today's razors are so much better than years ago.

Even though this is a wet or dry shave razor it seemed to drag a bit when dry shaving. Maybe because of some slight perspiration I don't know, but it did not move smoothly over my skin. Than I thought of Williams Lectric Shave, something I have heard of for years but never tried.

The first thing I did when I got it home was smell it and was not impressed with the odor, in fact I thought it was extremely unpleasent. I figured I'll use it to shave, than wash it off and that will be the end of it. But NOooo I shaved than washed it off 1 time, 2 times than a third time and the smell did not disappear from my face or hands. Plus the odor lingered for hours. I don't know if it is just me but I think the smell is just awful And I would not buy it again just for that reason. I would check out the other brands on the market.

As for the actual purpose of this lotion, I was impressed it worked exceptionally well. The razor glided over my face without any kind of drag and evidently did what it was supposed to since I got an exceptionally close comfortable shave.

So 5 stars for the shave and 1 star for the Odor. I have plenty of after shave lotions that I really like and resent the fact that I am forced to use there odor if I want a good shave. Odorless for this product would be a definite plus. My 2 cats won't eat any treats I give them if I have this odor on my hands, at least I have 2 paw's up on my assessment of the odor. Ha!"
-1,1,5.0,as advertised
-1,1,4.0,"If you share a bathroom with a female, be it a wife, girlfriend, daughter, are roommate, you know what a loofa is because it is most likely hanging from your shower head right now.  And the Axe Detailer Shower Tool is basically a loofa marketed to guys.  The only thing different from the female in your life's besides the color scheme is the flip side that has a rougher scrubber on it for tougher places on your body like the feet, elbows, etc., but that side just feels like an afterthought and I found myself cleaning those areas with the scrubbing side after awhile.  In the end the Ax Shower Tool does get the job done and basically you need to ask yourself, ""Do I want another loofa hanging on my showerhead?"""
-1,1,4.0,Works well but gets a little too hot.  Tend to scaled my scalp pretty quickly.  But I use it anyway cuz this is the only brand I find that offers 3/4 inch size.
1,-1,3.0,"This is a small sea sponge for the price. It's decent, you can hold it in your hand easily in the shower. Exfoliates well too. Just keep it in a well-drained spot in the shower to extend it's life."
-1,1,4.0,"I used and am reviewing the Nail Brush. I had not realized that the reviews for so many different products would be mixed up on
one page.
The nail brush isn't anything extra special, but it is sturdy and well made. I had no bristles fall out while I was using it.
It did what it was supposed to do, get dirt out from under my fingernails.
If it exfoliated my cuticles in the process, I did not notice. I am not too fussy about my nails and cuticles, only caring if my nails are
broken or dirty."
-1,1,4.0,"This might have been a nice product if they had been a usable size.  Even accounting for wiggling wet hands into fabric, these are oversized.  They should be clearly labeled as EXTRA LARGE and their should be a smaller version as an option.  Offering at least two sizes (S/M and L/XL) seems a fair expectation.  Without size options, I expect the size to be ""medium"" not extra large.  This is neither one-size-fits-all or one-size-fits-most.

If your hands are small, these are unusable.  If your hands are average, you will still find this big.

Fabric is soft and washable."
-1,1,4.0,"This review is for the ""Urban Spa Boucle Bath Mitt For Shower, Bath, Exfoliating and Cleansing"" - basically a bath mitt with a natural boucl yarn.
You only get one mitt which has a soft exfoliating surface that is less harsh than a loofah yet still exfoliates effectively.

The mitt is thin and it fits my hand normally if not a little loose. I have large hands.  I was perplexed by all the reviews about these being small.  Maybe this points to a QC issue?

It performs well in the shower - gently abrasing skin.  I use it with a high quality body wash.

Overall - this is a decent mitt but nothing spectacular.  I've used products from my local stores that are as good or better for perhaps less price.  It does work and it does leave my skin feeling soft and refreshed.  I would recommend it with reservations."
1,-1,3.0,"This is a very standard shower cap. It does the job, but it no different from the ones I have purchased over the years from various drugstores. If you are looking for a shower cap, this one is as good as any."
1,-1,3.0,"this is a cute shower cap. It comes in a little plastic envelope with a snap making it easy to tuck in a suitcase. The teal pattern is pleasant. The cap itself is unlined and made of rather crinkly plastic. The elastic is covered with white plastic. I've been growing out my hair and it is now past my shoulders. I was pleased that this cap was able to accommodate it all. The plastic is waterproof. the cap should fit most head sizes.

I use shower caps when airbrushing makeup and when actually painting the interior of my house as well as for showers and deep conditioning. This one certainly performs as well as any. the pattern is pretty but it is not especially comfortable or well made. especially considering the price point.  It does the job it was designed to do but the quality is on a par with the dollars store or discount beauty supplier."
1,-1,3.0,"This product was one of many in a birthday basket. I have not heard anything negative from the person who received the basket therefore, I am assuming it was good."
-1,1,4.0,"As a shaving cream, this performs well.  It's moisturizing and it washes off without leaving residue.  It works even with razors that are kind of dull (which is good, because I forget to change my razor out as often as I should) -- I didn't cut myself at all.

Because this isn't a foaming product, you do have to use more than you would with some competing products.  I found it non-irritating, too.  (You can see the full ingredients list if you scroll down the main product page.)

This does have a strong smell.  I kind of like it, but I have heard from plenty of people who detest the scent.  It's an artificial blueberry sort of scent.  So if you have reactions to strong fragrances, you may want to stay away."
-1,1,5.0,I received the shampoo because I was suffering from dandruff and I was like ok lets try it and I couldn't believe the result from only just one wash. it cleared out the dandruff without drying my hair out. My hair felt smooth and Fresh after just the first wash. I tried aveda spray before but it was useless and waste of money
-1,1,4.0,Good but kind of drying
-1,1,5.0,I am allergic to a lot of things. I occasionally get a red rash over my body after using some other body washes. This one is an exception. Not a single complain. Perfect!
-1,1,5.0,"It gets messy after the first few times, but clears out the head nicely. My son has no traces of eczema and very small amount of dandruff after less than two weeks of use."
1,-1,3.0,Good light scent. Have received complements from people that I smell nice after using it. 3 stars because bottle is kind of small for a shower gel (size compariso photo attached) and it doesnt really help me wake up in the morning like other products.
-1,1,4.0,"I've used a chemical shampoo for too long and my hair started breaking off! So with a lot of research I bought this! It has made my hair (which is thin with oily roots and dry ends) way stronger and shinny without being oily! It's really fantastic. I took a star away for 2 reasons, one is because the price is a bit outrages, and two is because if I use it every day my hair starts to get buildup so I have to find a clean shampoo that washes away the build up to use twice a week.."
-1,1,5.0,"I was using this shampoo from six years and found helpful restoring hair and reducing dryness of psoriasis.
But it was discontinued from three years .Why I don't know .Then I used other psoriasis  shampoos ,which didn't help .scalp still dry and hair falling down. I bought on line but came in small bottle and was costly, and was looks like doublicate not the real."
-1,1,5.0,I have really dry skin and Olay ribbons is the only body wash I use. Getting more and more difficult to find in stores - hope it doesn't disappear here as well.
-1,1,5.0,Lovin' them.
-1,1,5.0,"It's Bare Escentuals, 'nuff said!"
-1,1,5.0,What the hubby wanted
-1,1,5.0,AAA+
-1,1,5.0,Wife uses this cream always. Hard to get.
-1,1,5.0,Google the uses and you will be a buyer.
-1,1,5.0,"I'm 63 with still nice hair but so much less than when I was younger, before menopause, so I bought both the shampoo and this conditioner to help strengthen and grow my hair possibly thicker again...the shampoo made my hair feel so stiff it was hard to push my fingers thru my scalp, I wasn't happy, but rinsed and put in this conditioner..........WOW..... my hair turned into silk.....my scalp felt cool like there is mint in the conditioner.....hope it works, I will stick it out because of the conditioner.....I also never understand when a company make the shampoo bottle larger than the conditioner bottle...we all use more conditioner than shampoo, ..i will update in a couple of months"
-1,1,5.0,"For some reason, nowhere near me sells this. Amazon fixed this problem, and I'm now a happy fox."
-1,1,5.0,"This has helped my hair more than any other product I've tried. I went from red back to blonde and the stylist I was seeing FRIED my hair. Literally told me ""no charge for the chemical cut!"" and laughed. It's been an entire year of hair rehab and this is the only stuff that's worked. I've tried Kerastase, PHYTO and Davines. The Davines conditioner was great, the shampoo not so much. So I switched back to Theorie."
-1,1,5.0,"Used for years, it has DHT blocker"
-1,1,5.0,as advertised
-1,1,5.0,As expected for price.
-1,1,5.0,"AS awesome as this product is, it HAS been discontinued by the makers. The people selling this on here, including the shampoos and conditioners ARE price gouging you and who knows how OLD it is..  Very Sad"
-1,1,5.0,:)
-1,1,5.0,Loved the products however did think it was priced a little high wanted to get the lotion but the price with shipping and handling was way too much!
-1,1,5.0,"This is a ridiculous price and the seller should be ashamed!  Bath and Body Works quit selling this and the lotion that went with it and I have no idea why.  Everywhere I went perfect strangers would ask me what scent I was wearing!  I told them this in the store, as if it did any good.  SO, for all you out here who love the vanilla scent, try this, also sold on Amazon:

Monoi Tiare Tahiti Coconut Oil Vanilla -- 4 fl oz
Sold by: Express Health
$11.26

It is made in Tahiti and has a real vanilla bean in the bottom of the bottle.  Because it has coconut oil in it, it solidifies at 68 degrees, but all you have to do is put it into your hand and it melts.  It smells SO GOOD!  It also has Tiare flower scent in it that the Bath & Body Works formula had as well as Vitamin E and actual vanilla bean fragrance from a real vanilla bean.  It is only 4 ounces, but a little goes a long way and is only $11.26.  This is a body lotion and it smells awesome and is the closest thing to the B&BW formula I could find with a reasonable price tag.

Buy it Again"
-1,1,5.0,"I've used this shampoo for years and loved it............. BUT.... the last bottles I bought at Big Lots were only $1.70 for 16ozs.  There's no way its worth $39 a bottle.  Who are you guys kidding? What a scam! There are plenty of other products out there that do a good job for far less money.
Use a nice conditioner (I still have several bottles left that I paid less than $2 for) and you'll still get nice results.  Bah-humbug for those scam artists trying to sell this for 10 times what it's worth."
-1,1,5.0,If they discontinued this scent I would go postal. <3
-1,1,5.0,"I love this scent, and it's no longer being made.
I'm always on the hunt for ""something like it.""
It reminds me of the 70's fragrance, ""Golden Autumn"", also not being made any more.
Today's scents hit my nose in the wrong way, they are either too ""piquant"" with heavy tones of freesia, or too much like bubble gum.
I spent the money and bought Channel No. 5 thinking, I'd just sort ""move up"", and while it smell great at first blush, it turns into just a baby powder smell on me. I can get baby powder for a lot less.
If the fragrance gods are listening, please recreate this or something like it! I always get compliments on it."
-1,1,5.0,I would recommend this eye cream because it is extremely moisturizing and it only takes a small dab for each eye.  I could tell after only a few times of using it that the fine lines around my eyes weren't as noticeable.
-1,1,5.0,I've been using this product for a couple of years at the suggestion of my hair stylist. Took away the dullness of my gray hair. I like it.
-1,1,5.0,"I was looking for a product that will help minimize the fine lines around the my eyes and only after 2 weeks I could notice an improvement. After 3 weeks my family started commenting on my skin! It does not leave my face feeling greasy nor does it have any fragrance. I feel like it has made my skin look firmer, which makes me looker younger!"
-1,1,5.0,luv it
-1,1,5.0,"Before writing this review I used up the entire bottle of the calm shampoo and conditioner. It never made my scalp break out and made my hair super soft. If you are looking for more volume try the argon shampoo and conditioner. I basically used this one when I was wearing my hair straight and using a straightening iron. I would recommend this product. I have color treated hair with a slightly wavy, medium texture."
-1,1,4.0,muy bueno
-1,1,5.0,luv it
-1,1,5.0,"One of my favorite skincare lines. That said, I usually use their other line but since I'm not getting younger, I thought I'd try their more mature line. Strangely, it's LESS moisturizing than their younger line. I'm still using it but next order will be back to their younger line of skincare.

I think the essence in this package is better but the overnight cream and moisturizer in the other package is much better.

I do not use their eye cream, though. Gave it away as it's just too heavy for my purposes and increases milia."
-1,1,5.0,Luv it!
-1,1,5.0,
-1,1,5.0,One liter almost lasted a year.... I forgot how much I spent but it's worth it
-1,1,5.0,This is my wife's go to body wash.
-1,1,5.0,$65 for one bottles of soap!! Do NOT use this sight unless you are very wealthy!
-1,1,5.0,soapy
-1,1,5.0,yum
-1,1,5.0,"I purchased a bottle of this shampoo because it's my favorite, ever. But when it arrived it had been wrapped too tightly and the top of the bottle broke off during shipping. I kept it because I was almost out of my bottle but let them know it had arrived damaged. They were nice enough to replace my bottle and send a very brief apology. You can definitely buy this stuff anywhere, but there's some peace of mind that comes from knowing your supplier will take care of you."
-1,1,5.0,"Actually, at first I intended to order white musk 'lotion', not the body wash.
So I ordered the wrong item without reading the description carefully.
The funny thing is I USE THIS EVERYDAY.
I smelled both scents of the lotion and body wash, and I prefer this one."
-1,1,5.0,"It was what my 16 year old grandson wanted,because he can not fine it in the stores. Please bring it
back to walmart."
-1,1,4.0,"Love the product, except for the fact that TWO bottles have now broken after being dropped in the shower. The tops needs to be screwed off which I would change to a more friendly flip top which would not require three hands. The product is too expensive to  be wasted down the drain or watered down because the top keeps getting broken off (two different bottles)."
-1,1,5.0,Dove no longer manufactures this body wash so I was relieved to find it on Amazon. The price is ridiculous but since I could not find it anywhere else I bought it. This is the only body wash I can use that doesn't dry my skin and make me itchy. If you pair this with Dove's Cream Oil lotion you're good to go.
-1,1,5.0,"I continually get compliments on how wonderful I smell whenever I have used this product- especially when using it with the body lotion. I bought this product at Bath and Body during one of their annual sales a year ago and now they no longer carry it. However, other dealers have it online for $ 45 and the lotion for $45  up to 95? I don't know why Bath & Body stopped selling it."
-1,1,5.0,Would buy more of the body cream if moire was available.  This body cream is hard to come by.  I buy anytime I find on a site.  Lotion is easily available but the body cream is difficult to obtain.  This is my signature fragrance.
-1,1,4.0,"I would give it 5 stars but it is way over priced! My hair is looking better and seems to be healthier but I am using the Reflection Chroma Thermique also so who knows which one is working or if it is the combination..I won't pay that price again, if it were cheaper I would keep using it but I am not going to keep using it at that price..Now that my hair is in better shape I think it will be okay, I had damaged it using bleach.."
-1,1,5.0,"This is my favorite body wash of all time. I love how my skin feels, the scent of it and that it comes in non-breakable bottles but, it is not available to purchase anymore. These last few bottles I was able to purchase were ridiculously overpriced yet, I still bought them. I don't understand why the company stopped making this product and would love to find something similar to replace this as my everyday body wash."
-1,1,5.0,"Can't get this in the US (not ever made here, as far as I know), and not in Canada apparently anymore either.  Pricey but it's an import...."
-1,1,5.0,I have a sensitive nose when it comes to strong scents and sensitive skin to harsh products so Philosophy seemed like my best bet. I love it. This scent is mild but sweet. Leaves skin so soft. The lotion helps to keep the mild scent all day.
1,-1,3.0,"I just recently started shaving again with an electric razor after 40 years of blades. I bought the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Philips-Norelco-1150x-40-SensoTouch-2d-Electric-Shaver-Metallic-Blue/dp/B003V360NY/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Philips Norelco 1150x/40 SensoTouch 2d Electric Shaver, Metallic Blue</a>&nbsp;and absolutely love it. Today's razors are so much better than years ago.

Even though this is a wet or dry shave razor it seemed to drag a bit when dry shaving. Maybe because of some slight perspiration I don't know, but it did not move smoothly over my skin. Than I thought of Williams Lectric Shave, something I have heard of for years but never tried.

The first thing I did when I got it home was smell it and was not impressed with the odor, in fact I thought it was extremely unpleasent. I figured I'll use it to shave, than wash it off and that will be the end of it. But NOooo I shaved than washed it off 1 time, 2 times than a third time and the smell did not disappear from my face or hands. Plus the odor lingered for hours. I don't know if it is just me but I think the smell is just awful And I would not buy it again just for that reason. I would check out the other brands on the market.

As for the actual purpose of this lotion, I was impressed it worked exceptionally well. The razor glided over my face without any kind of drag and evidently did what it was supposed to since I got an exceptionally close comfortable shave.

So 5 stars for the shave and 1 star for the Odor. I have plenty of after shave lotions that I really like and resent the fact that I am forced to use there odor if I want a good shave. Odorless for this product would be a definite plus. My 2 cats won't eat any treats I give them if I have this odor on my hands, at least I have 2 paw's up on my assessment of the odor. Ha!"
-1,1,5.0,as advertised
-1,1,4.0,"If you share a bathroom with a female, be it a wife, girlfriend, daughter, are roommate, you know what a loofa is because it is most likely hanging from your shower head right now.  And the Axe Detailer Shower Tool is basically a loofa marketed to guys.  The only thing different from the female in your life's besides the color scheme is the flip side that has a rougher scrubber on it for tougher places on your body like the feet, elbows, etc., but that side just feels like an afterthought and I found myself cleaning those areas with the scrubbing side after awhile.  In the end the Ax Shower Tool does get the job done and basically you need to ask yourself, ""Do I want another loofa hanging on my showerhead?"""
-1,1,4.0,I like it and it smells good but the scent doesn't last long at all.
-1,1,4.0,"Finally seeing results.  But don't get the wrong idea.  This result-delay is probably not a CLEAN & CLEAR problem.  For some reason our teen boy thought he should use this cleanser  without a washcloth... AND apparently a washcloth is an extremely important part of getting the upper hand on breakouts.

The Backstory
Our boy is 14 and is having to begin shaving several times a week. (Somehow it doesn't seem right that our baby is shaving. sigh.)  This shaving is aggravating his breakouts taking them up a level.  We got this Clean & Clear Cleanser to see what results we could get with an over the counter product.  After a week and a half there wasn't (initially) enough improvement so we made an appointment with a dermatologist.

We've since CANCELLED that appointment because I happened to watch boy wash his face one night. No Wash Cloth.  I smacked my forehead and took the time to show him how to properly wash his face.  Apparently this is a thing guys don't all know.  It's been a week since the demonstration (which included a mention that you don't scrub your face fiercely. That the skin there is delicate, particularly under the eyes....)  and his face is looking really good.  I suspect in another few days even the small spots will be gone.

SUMMING IT  UP
This is working for us.  If you've got  younger teen using it, I highly recommend making sure that they know what they should be doing.  Don't assume they read the directions, even if they read everything else that crosses their path.

No irritation, easy to use, and the salicylic acid is working to make considerable changes in his complexion."
-1,1,4.0,"Clean & Clear sure knows how to make a cleanser feel gentle.  It's not sudsy like a soap.  It's more like a lotion.  The scent was hard to pinpoint, but I'd say it's a bit like cucumber.  This has salicylic acid, folks, the stuff that's in acne treatment.  I should have known, I mean ""Clean & Clear,"" right? My face feels clean afterwards. The one star deduction is for the scent, which I don't think is the greatest."
-1,1,4.0,"I do.  I always tell the girls that.  Really, lipstick and mascara!  Nothing else is needed!  So, yes, I had the talk with the teenage girl again.  ""Stop putting the makeup junk all over your face!!!  Your face is beautiful!  Why make it all funny colors?""

She liked the way this one felt when she cleaned (all the gunk off) her face.  She said it didn't feel like it was all burning like one of our recent experiments.  (Don't ask, don't tell.  LOL.)  She said it felt more lotiony.

I hope this one works better at cleaning her face.  I wish she would stop putting stuff all over it."
