reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReview
A3KKI0VTQTOLSV,B000W0633G,1,1,5,Xcellent music,Xcellent music
A6GVU7LNFIRNM,B000W0633G,1,1,4,"Good music, always nice to listen to.","Good music, always nice to listen to."
A7SOLBSEPXCGB,B000W0633G,1,1,4,Good song,Good song
A2PEODRM2OQJ88,B000W0633G,1,1,4,I liked it in the 90's and I like it still.,I liked it in the 90's and I like it still.
A9PJOPKPUJIBM,B000W0633G,1,1,5,"Good song, but can't help but feel like it didn't really do that much to stop the Troubles in Ireland.","Good song, but can't help but feel like it didn't really do that much to stop the Troubles in Ireland."
A34VH16CQ5R7BP,B000W0633G,1,1,5,Great Song,Great Song
A1XWESZ9AWHTTH,B000W0633G,1,1,5,the 90's was a great time for music!,the 90's was a great time for music!
A2LUL484RRIPLT,B000W0633G,1,1,5,"It's great, love the song","It's great, love the song"
AFXHHXTD2ZO46,B000W0633G,1,1,5,One of the best Cranberries songs.,One of the best Cranberries songs.
A2YTX0ILS4UTY0,B000W0633G,1,1,5,great song,great song
A3IYKY1SD86JXA,B000W0633G,1,1,5,Love it,Love it
A1B0OX160OZPFD,B000W0633G,1,1,5,Love it,Love it
A3CMIIP8HR5N1F,B000W0633G,1,1,4,awesome,awesome
A3NUM7C7CVBNYZ,B000W0633G,1,1,5,Great song,Great song
A3IXKQ1JLZQOU7,B000W0633G,1,1,5,Love this!,Love this!
A1DXI7ICZNKV3E,B000W0633G,1,1,5,Great song!,Great song!
AF6D9KW8YWJA3,B000W0633G,1,1,5,Love this song,Love this song
AWPT20KU9H1DO,B000W0633G,1,1,5,Love it!,Love it!
AI50C1O5UDADB,B000W0633G,1,1,5,"Classic, solid addition to any music library","Classic, solid addition to any music library"
A2V0AHXHTIIPUZ,B000W0633G,1,1,5,love it,love it
A2A48SUK03WF1D,B000W0633G,1,1,5,Like it,Like it
A2JEW66U2YJF67,B000W0633G,-1,1,5,ZOMBIES SEEM TO BE EVERY PERSON I HAVE ENCOUNTERED THUS FAR THIS LIFE.,ZOMBIES SEEM TO BE EVERY PERSON I HAVE ENCOUNTERED THUS FAR THIS LIFE.
A1R526FPGP7JZU,B000W0633G,1,1,5,great song,great song
A2VSNUK7YLRKRE,B000W0633G,1,1,5,"I just download songs I remember playing on the radio, here in movies or just remeber hearing. All is well and good. Rock and Roll Lives On!","I just download songs I remember playing on the radio , here in movies or just remeber hearing .. All is well and good ."
A28603GJVNJ4ED,B000W0633G,1,1,5,I remember when this first came out and I have always been a fan. Her voice just hits your soul.,I remember when this first came out and I have always been a fan .. Her voice just hits your soul .
A2JD3AFEUWWB1Q,B000W0633G,1,1,5,With its relentless beat and provocative lyrics Zombie has to rate with the best protest songs of all time. One of the contestants on The Voice sang it. I had to hear the original on YouTube. Then I had to buy this fabulous alternative rock song by the Irish group The Cranberries.,With its relentless beat and provocative lyrics Zombie has to rate with the best protest songs of all time .. I had to hear the original on YouTube .. Then I had to buy this fabulous alternative rock song by the Irish group The Cranberries .
A28XPN759HNNFL,B000W0633G,1,1,4,Just something to workout to in the gym when I'm training. Just a cool track to listen to when I'm not working out.,Just something to workout to in the gym when I 'm training .. Just a cool track to listen to when I 'm not working out .
A28V3U0MTBETSE,B000W0633G,1,1,5,"I've listened to this song for awhile now, it speaks volumes to me. I've heard some of the cranberries work when I was in high school and this particular song stuck out the most to me. I know it's not one of those songs you share with your friends, but it's one of those songs that tells a story about a time in your life. If you understand where I'm coming from, you might want to invest in this song.","I 've listened to this song for awhile now , it speaks volumes to me .. I 've heard some of the cranberries work when I was in high school and this particular song stuck out the most to me .. I know it 's not one of those songs you share with your friends , but it 's one of those songs that tells a story about a time in your life .. If you understand where I 'm coming from , you might want to invest in this song ."
A17JEVSB2MW0GL,B000W0633G,1,1,4,"This one is my favorite song of the Cranberries. I'm glad I downloaded it! They do have several good ones, but this one is my favorite.","This one is my favorite song of the Cranberries .. I 'm glad I downloaded it !. They do have several good ones , but this one is my favorite ."
A1FVMR93NS5RN2,B000W0633G,1,1,5,"Though this song is before my time, I absolutely love it. I would recommend it to anyone who likes anything before 2000.","Though this song is before my time , I absolutely love it .. I would recommend it to anyone who likes anything before 2000 ."
A2V0AHXHTIIPUZ,B000W0633G,1,-1,1,Easy to use no mus no fuss. I would recommend this product to anyone. A great value for the money.,Easy to use no mus no fuss .. I would recommend this product to anyone .. A great value for the money .
A1QIGFZMTDF1XW,B000W0633G,1,1,5,"This song has stuck with me a long time and I still listen to it occasionally. The Cranberries at their best. Also try ""Linger.""","This song has stuck with me a long time and I still listen to it occasionally .. The Cranberries at their best .. Also try "" Linger . """
A9KAFYNGY1EGR,B000W07FYC,1,1,4,I love this song but hadn't heard it in years until I was watching something on TV or a movie and it was used. It reminded me that I liked the song and I just needed to buy it.,I love this song but had n't heard it in years until I was watching something on TV or a movie and it was used .. It reminded me that I liked the song and I just needed to buy it .
AXLKY5DO95QYG,B000W07FYC,1,1,5,"Hot, hit:  this is so good, it's a shame it wasn't written to be longer!  Great for a dance party.","Hot , hit :   this is so good , it 's a shame it was n't written to be longer !. Great for a dance party ."
A3EVTMHL9S7SII,B000W08GMW,1,1,5,"What can I cay? This is simply one of Cat Stevens best (of many) songs, and sound quality on this Mp3 download is great.","What can I cay? This is simply one of Cat Stevens best (of many) songs, and sound quality on this Mp3 download is great."
A5P7STTZE2MJV,B000W07FYC,1,1,5,"This is one of those songs that if you don't already know it, you've been living under a rock. I'm a huge fan of anything done by Dre and this song doesn't disappoint. It's got a great rhythm and love the hook.","This is one of those songs that if you do n't already know it , you 've been living under a rock .. I 'm a huge fan of anything done by Dre and this song does n't disappoint .. It 's got a great rhythm and love the hook ."
A2CKTEXL5WHZJY,B000W07FYC,1,1,5,No problems downloading.,No problems downloading.
A1QJ6G5B7VRAYP,B000W07FYC,1,1,5,no doubt. still a great song,no doubt .. still a great song
A3JVQ2CT05PJUN,B000W07FYC,1,1,5,"Love this artist and all his music.  Yes, I will order other songs as needed.","Love this artist and all his music .. Yes , I will order other songs as needed ."
AO706Z80OA9K,B000W07FYC,-1,1,5,oldie but goodie,oldie but goodie
A3EY92BQXNQF96,B000W07FYC,1,1,5,Great!,Great!
A2NFZGHU9QUYN5,B000W07FYC,1,1,4,I love No Diggity by Blackstreet (Re-recorded).  Just a tad bit disappointed that it is not the original.  This ending is different but the beat is still hot!  Great to dance to!,I love No Diggity by Blackstreet ( Re - recorded ) .. Just a tad bit disappointed that it is not the original .. This ending is different but the beat is still hot !. Great to dance to !
A2NFZGHU9QUYN5,B000W07FYC,-1,1,4,"I've been searching for the original ""No Diggity"" by Blackstreet and thought that I had found it.  The beginning and ending are different so I'm a little disappointed.  It's still a good dance song.","I 've been searching for the original "" No Diggity "" by Blackstreet and thought that I had found it .. The beginning and ending are different so I 'm a little disappointed .. It 's still a good dance song ."
A2FNSPM7N4V401,B000W07FYC,1,1,5,Awesome!!,Awesome!!
AVLSVMBRYFGHF,B000W07FYC,1,1,5,It has an awesome beat!,It has an awesome beat!
A1OKPC1K12YZEP,B000W07FYC,1,1,5,My wife can't believe I like this song.  It just stuck with me and now I own it!,My wife ca n't believe I like this song .. It just stuck with me and now I own it !
AKW5WFJ24WMW4,B000W08GMW,1,1,5,Great song.,Great song.
A3J7A8MVZ9XDMU,B000W08GMW,1,1,5,Cat Stevens was big when I was in high school. Had to have this classic!,Cat Stevens was big when I was in high school .. Had to have this classic !
A3RMZPK9F8EV1M,B000W08GMW,1,1,4,Hee Haw WTG,Hee Haw WTG
A197MNRHT8VT6J,B000W08GMW,1,1,5,I can listen to this song over and over. Makes everything more mellow.,I can listen to this song over and over .. Makes everything more mellow .
A1OKPC1K12YZEP,B000W07FYC,1,1,5,My wife can't believe I like this song.  It just stuck with me and now I own it!,My wife ca n't believe I like this song .. It just stuck with me and now I own it !
A2LKRHQCIF6I8Q,B000W07FYC,1,1,5,When it comes on at a party...everyone gets up to dance!,When it comes on at a party...everyone gets up to dance!
AR8O7SVSEUI9Z,B000W07FYC,-1,-1,3,when its playing on the radio seems a different beat but the song is ok....this did not say feat dr dre. but it had him and someone else....ok to exercise to.,when its playing on the radio seems a different beat but the song is ok .... this did not say feat dr dre .. but it had him and someone else ..... ok to exercise to .
A1CQUDSK0AMTTH,B000W07FYC,1,1,5,Always gets me dancing :-),Always gets me dancing :-)
A2CZ79IKGKL8UZ,B000W07FYC,1,1,5,Makes you want to dance,Makes you want to dance
A3JGY8WYUZBU6D,B000W07FYC,-1,1,5,"Did not finish this book. I tried to like it, but that was not in the cards for me. Oh well, maybe I will try this again another time.","Did not finish this book .. I tried to like it , but that was not in the cards for me .. Oh well , maybe I will try this again another time ."
A2W9E0C1QMM6A3,B000W08GMW,1,1,5,My love this song,My love this song
A12ITAQP0MINGU,B000W08GMW,1,1,5,"I enjoy listening to Cat Stevens music.  This song is thought provoking.  Really makes one thing about, all what is going on in society today.  A song of peace.","I enjoy listening to Cat Stevens music .. This song is thought provoking .. Really makes one thing about , all what is going on in society today .. A song of peace ."
A21TLAI91AP1YB,B000W08GMW,1,1,5,Great song from strange singer.  The music and lyrics are forever.,Great song from strange singer .. The music and lyrics are forever .
A232A8PWAXIODE,B000W08GMW,1,1,5,Who from my generation can't love this whole album as a MP3 download! Love it and love his music. Always have. Thanks!,Who from my generation ca n't love this whole album as a MP3 download !. Love it and love his music .. Always have .. Thanks !
ARYVQL4N737A1,B000W08GMW,1,1,5,"Besides ""Wild World,"" this is my favorite song by Cat Stevens. The time period this song was produced in has to be one of the greatest times to be a singer-songwriter, who concentrated more on writing and performing songs on the acoustic-electric guitar than the electric guitar :) Besides Cat Stevens, performers like James Taylor, Jim Croce, Gordon Lightfoot and groups like America singing ""A Horse With No Name"" ruled the airwaves back then :) A great, timeless song!","Besides "" Wild World , "" this is my favorite song by Cat Stevens .. The time period this song was produced in has to be one of the greatest times to be a singer - songwriter , who concentrated more on writing and performing songs on the acoustic - electric guitar than the electric guitar :). Besides Cat Stevens , performers like James Taylor , Jim Croce , Gordon Lightfoot and groups like America singing "" A Horse With No Name "" ruled the airwaves back then :). A great , timeless song !"
AOMBISTIW8NT8,B000W07FYC,1,1,4,"I like this group just wish that they produced more music, this was a good album though. It would be nice to hear from them again hopefully in the near future they will put out some new music.","I like this group just wish that they produced more music , this was a good album though .. It would be nice to hear from them again hopefully in the near future they will put out some new music ."
A2024JF3VOLJ6X,B000W07FYC,-1,-1,1,i don't listen to music at all. i rather be in a quiet room than listen to music at all.,i do n't listen to music at all .. i rather be in a quiet room than listen to music at all .
AUGIP6NWVR2PS,B000W07FYC,1,1,5,"Blackstreet does this with such an infectious beat and lyrical genius that despite the young woman's profession of proclivity towards not making a move unless the check has been deposited(heck with being in the mail:)), you find yourself cheering her on....she is the ultimate entrepreneur who by all lyrical accounts has the confidence of all of the head of state throughout the world combined to use whenever need be....there's no shame in her game......gotta love it","Blackstreet does this with such an infectious beat and lyrical genius that despite the young woman 's profession of proclivity towards not making a move unless the check has been deposited(heck with being in the mail :)) , you find yourself cheering her on ..... she is the ultimate entrepreneur who by all lyrical accounts has the confidence of all of the head of state throughout the world combined to use whenever need be ..... there 's no shame in her game ...... gotta love it"
A2UUEV4MYOJY66,B000W08GMW,-1,1,5,"At first when I heard this on the radio, I thought the lyrics were B string. No so, another fine song by Cat Stevens. Enjoy listening to this one and many others he has made.","At first when I heard this on the radio , I thought the lyrics were B string .. No so , another fine song by Cat Stevens .. Enjoy listening to this one and many others he has made ."
A3Z9QN0RCOHEY,B000W08GMW,1,1,5,I love this song and being able to buy the single so cheap was a boon. Loved being transported back to my favorite music era. Try It!,I love this song and being able to buy the single so cheap was a boon .. Loved being transported back to my favorite music era .
A226UH234YC357,B000W08GMW,1,1,5,"One of the major 3 TV broadcasters had it playing in the background of their coverage of the last troops coming home from Viet Nam, when President Nixon got th em out of there.  It seared  in my brain of their rescue by our government.","One of the major 3 TV broadcasters had it playing in the background of their coverage of the last troops coming home from Viet Nam , when President Nixon got th em out of there .. It seared   in my brain of their rescue by our government ."
A3FSMMWJR8FNDD,B000W08GMW,1,1,5,"I really love this song. Not only does it have great music, but its message is one of peace and love, something our world needed when it was first written and now, years later.","I really love this song .. Not only does it have great music , but its message is one of peace and love , something our world needed when it was first written and now , years later ."
A16ITYYOPBBP2R,B000W08GMW,1,1,4,An artist who left us way to soon. I'm glad he found peace in his life and we didn't lose him the way we've lost so many. Thank you Mr. Stevens for what you gave us.,An artist who left us way to soon .. I 'm glad he found peace in his life and we did n't lose him the way we 've lost so many .. Thank you Mr. Stevens for what you gave us .
A2DMCDV67J1GGE,B000W08GMW,1,1,5,"This was a gift for my wife, and just to see her face light up when she heard it it was delight enough for me to love it, then i got to hear it and loved it","This was a gift for my wife, and just to see her face light up when she heard it it was delight enough for me to love it, then i got to hear it and loved it"
A3LGIFP5LEQPOY,B000W08GMW,1,1,5,"Cat Stevens (now Yusef Islam) is one of the best Folk singer/songwriters of his generation.  Though he now goes by Yusef  Islam and frankly looks like a member of a terror cell, his music still touches you.  Teaser and Firecat, the album from which Peace Train,  Moonshadow and Morning Has Broken come is still one of the all time greatest .","Cat Stevens ( now Yusef Islam ) is one of the best Folk singer / songwriters of his generation .. Though he now goes by Yusef   Islam and frankly looks like a member of a terror cell , his music still touches you .. Teaser and Firecat , the album from which Peace Train ,   Moonshadow and Morning Has Broken come is still one of the all time greatest ."
A14I0X9ZNK9D83,B000W08L5Y,-1,-1,3,"""It's Only Make Believe"" is the only song on the CD that I wanted - the rest was forgettable. Conway Twitty went on to have a big career in Country Music, but this is one of those songs that was big on the Rock 'n Roll charts, and is one of those iconic songs that evokes memories for those of us who were teens in the late '50s/early '60s.",""" It 's Only Make Believe "" is the only song on the CD that I wanted - the rest was forgettable .. Conway Twitty went on to have a big career in Country Music , but this is one of those songs that was big on the Rock ' n Roll charts , and is one of those iconic songs that evokes memories for those of us who were teens in the late ' 50s / early ' 60s ."
A3TLIA64FX0O1G,B000W07IEY,-1,1,5,"Broken-hearted lovers everywhere have cherished this song because it perfectly characterizes the emotions that accompany those on-again, off-again relationships we have all experienced.  ""You think you're gonna breakup, then she says she wants to make-up.""

What has always set this recording apart from many of its peers was the textured layer of background vocals, overdubbed repeatedly, to create a doo-wop four-part harmony that would have made even the Beatles jealous.

It was a brilliant pop masterpiece, unique in its day and still unequaled.  ""And after all it's just a compromise for the things we do for love.""","Broken - hearted lovers everywhere have cherished this song because it perfectly characterizes the emotions that accompany those on - again , off - again relationships we have all experienced .. "" You think you 're gon na breakup , then she says she wants to make - up .. "" 

 What has always set this recording apart from many of its peers was the textured layer of background vocals , overdubbed repeatedly , to create a doo - wop four - part harmony that would have made even the Beatles jealous .. It was a brilliant pop masterpiece , unique in its day and still unequaled .. "" And after all it 's just a compromise for the things we do for love . """
A1Q8PMUXW8D1DI,B000W08GNQ,1,1,5,"Luckily, I didn't have this type of relationship with my sons. It is a song with a lot of feeling, very well done.","Luckily , I did n't have this type of relationship with my sons .. It is a song with a lot of feeling , very well done ."
AP9EU0CF0BBK3,B000W08GNQ,1,1,5,needed to update my music catalog for my MPS player and can't do without this one.  Highly recommend this to anyone who likes this genre.,needed to update my music catalog for my MPS player and ca n't do without this one .. Highly recommend this to anyone who likes this genre .
A33NSP1JHALONH,B000W08GNQ,1,1,5,"I love this song, provokes such food for thought. Really touching too. So many words of wisdom in this song.","I love this song , provokes such food for thought .. Really touching too .. So many words of wisdom in this song ."
AHGJA3C7R97E,B000W08GNQ,1,1,5,I have been a fan of Cat Stevens for years.  I actually forgot about this song and stumbled across it while browsing music selections.,I have been a fan of Cat Stevens for years .. I actually forgot about this song and stumbled across it while browsing music selections .
A1ULU61ZMRJR9O,B000W08GNQ,1,1,5,A love song to the Human Condition. Magnificent.,A love song to the Human Condition .. Magnificent .
A1QJY8E7WD4VV0,B000W08GNQ,1,1,5,CLASSIC,CLASSIC
A232A8PWAXIODE,B000W08GNQ,1,1,5,Who from my generation can't love this whole album as a MP3 download! Love it and love his music. Always have. Thanks!,Who from my generation ca n't love this whole album as a MP3 download !. Love it and love his music .. Always have .. Thanks !
A3Z9QN0RCOHEY,B000W08GNQ,1,1,5,I always loved this song and actually forgot about it until trying to purchase some songs from the 70s. This one brings back so many good and sad memories. Do a preview. Worth buying for $1.29,I always loved this song and actually forgot about it until trying to purchase some songs from the 70s .. This one brings back so many good and sad memories .. Worth buying for $ 1.29
A2IWPPAA1DU8K4,B000W061F6,1,1,5,"Like everything The Temptations did this is an under rated masterpiece.  I had seen them perform this song live and to watch the group not only sing but the choreography was incredible.  The Temptations were always a top notch singing group and although ""Lady Soul"" never did as well as many of their early hits, to me it's a fine example of how a singing group can change with the times and still have the ambience they always had.","Like everything The Temptations did this is an under rated masterpiece .. I had seen them perform this song live and to watch the group not only sing but the choreography was incredible .. The Temptations were always a top notch singing group and although "" Lady Soul "" never did as well as many of their early hits , to me it 's a fine example of how a singing group can change with the times and still have the ambience they always had ."
AW9DBZ8CX8637,B000W061F6,1,1,5,This is one of my favorite songs by the Temptations. I love how they sing their love to the women they love.,This is one of my favorite songs by the Temptations .. I love how they sing their love to the women they love .
A3PRJ4B5BBCNNN,B000W0AIE6,1,1,5,GREAT MUSIC,GREAT MUSIC
A80GO4MH6Q4AS,B000W0AIE6,1,1,5,Back in the day! great love song,Back in the day !. great love song
AG4VHRI7L9XS5,B000W0AIE6,1,1,4,Nice to listen to.,Nice to listen to.
A2LDEDOQZH3VTP,B000W0AIE6,1,1,5,Nice Song!,Nice Song!
ADS9BHRI329OQ,B000W0AIE6,1,1,5,"Any thing by Boys to Men I love, this is the only song I purchased but I do know the entire Cd is for good listening.","Any thing by Boys to Men I love, this is the only song I purchased but I do know the entire Cd is for good listening."
A1SNRIKGEHK2FB,B000W0AIE6,1,1,5,"found it very easy to purchase directly from my kindle, love it. look forward to purchasing more songs in the future","found it very easy to purchase directly from my kindle , love it .. look forward to purchasing more songs in the future"
A1UI3GTWA5NZL0,B000W0AIE6,1,1,5,"I love this song for many reasons. One of the important ones would be content. They lyrics, as sad as they are, they are very heartfelt and beautifully chosen. This isn't one of their popular songs for nothin' ;) Definitely recommend for any and all music libraries!","I love this song for many reasons .. One of the important ones would be content .. They lyrics , as sad as they are , they are very heartfelt and beautifully chosen .. This is n't one of their popular songs for nothin' ;) Definitely recommend for any and all music libraries !"
A1TUJ4GC24E5NF,B000W0AIE6,1,1,5,Love it,Love it
AFRVJQ9TEMS08,B000W0AIE6,1,1,5,Love It,Love It
A2BD0R1C2776XY,B000W0AIE6,1,1,5,A Great Recording And At A Good Price!,A Great Recording. And At A Good Price !
A1GKK8ZVGMJVII,B000W0AIE6,1,1,5,Wish I had bought it years ago.,Wish I had bought it years ago.
A15Q16V5S80MYD,B000W0AIE6,1,1,5,classic love song,classic love song
A24N7VWTKLR3EC,B000W0AIE6,1,1,5,One of the most beautiful R&B songs I've ever heard.  These guys can really sing!,One of the most beautiful R&B songs I 've ever heard .. These guys can really sing !
AQ0HAP1LFOH4F,B000W0AIE6,1,1,5,Excellent,Excellent
A9RVUPWTOTVDS,B000W08K0U,1,1,4,"This song is an example of the music composed by Babyface.  It's a fine song, though the lyrics are difficult to understand.  My older sister wanted me to order this song for her for personal reasons.","It 's a fine song , though the lyrics are difficult to understand .. My older sister wanted me to order this song for her for personal reasons ."
A2GNUOF1NKW1ED,B000W08K0U,1,1,5,Awesome,Awesome
A2VJ23OW9E1RSM,B000W08K0U,1,1,5,Love this song for ever and always.,Love this song for ever and always.
A1GWTBO3V4N1WJ,B000W08K0U,1,1,5,Its a great song,Its a great song
A3BOOKRS5ZP3C0,B000W08K0U,1,1,5,Beautiful song.,Beautiful song.
A1Q05UBA8O3WUM,B000W08K0U,1,1,5,"Perfect, it is my ring tone for my momma. ...","Perfect, it is my ring tone for my momma. ..."
A3LY5TJPNYQBZC,B000W08K0U,1,1,5,This is the song I play to my mother. I've loved this song since I first heard it.,This is the song I play to my mother .. I 've loved this song since I first heard it .
A1IGZ0OU5T4J5E,B000W08K0U,1,1,5,"Love the song ,it's tugged at my heart every since it came out !","Love the song ,it's tugged at my heart every since it came out !"
A1WUSM5U3RQELL,B000W08K0U,1,1,4,"Beautiful Ballad and tribute to mothers done with that signature Boyz II Men harmony. Trying to get my band to learn it for our gig on May 9th, 2015","Beautiful Ballad and tribute to mothers done with that signature Boyz II Men harmony. Trying to get my band to learn it for our gig on May 9th, 2015"
A3EAUMXSOOSET3,B000W08K0U,1,1,5,"This song expresses how much mama's do in the world. I thank the artist and everybody else who was involved for making this song and etc that includes amazon too :) So to all the mama's out there in the world, this song is for yall. Great song expressing how much we love them and thank them for all that they do.","This song expresses how much mama 's do in the world .. I thank the artist and everybody else who was involved for making this song and etc that includes amazon too :). So to all the mama 's out there in the world , this song is for y all .. Great song expressing how much we love them and thank them for all that they do ."
A1OKMI99CPE5MF,B000W08K0U,1,1,5,Throwback Jam!,Throwback Jam!
A37DYWVWUF89NR,B000W08K0U,1,1,5,This song speaks volume. I love it!,This song speaks volume. I love it!
A1YJMMDB0UV2HD,B000W08K0U,1,1,5,A+,A+
A3TL36QX5YQZL3,B000W08K0U,1,1,5,Yes my Mama deserves this song.  Represents all Moms that are there for you and so many others.  A real Thank you!,Yes my Mama deserves this song .. Represents all Moms that are there for you and so many others .. A real Thank you !
A1AG8DPPTFRTQ4,B000W08K0U,1,1,5,I have to say that this is one of the saddest songs for me. But it helps me in so many ways. Losing my mom two years ago meant that I would listen to certain songs and sit and reflect. This would be one of those songs. Boyz II Men takes you there and it doesnt hurt to shed a few tears. Perfect harmonies and a wonderful tribute song for mama.,I have to say that this is one of the saddest songs for me .. But it helps me in so many ways .. Losing my mom two years ago meant that I would listen to certain songs and sit and reflect .. Boyz II Men takes you there and it does nt hurt to shed a few tears .. Perfect harmonies and a wonderful tribute song for mama .
A1SNRIKGEHK2FB,B000W08K0U,1,1,5,"found it very easy to purchase directly from my kindle, love it. look forward to purchasing more songs in the future","found it very easy to purchase directly from my kindle , love it .. look forward to purchasing more songs in the future"
AMU5MVT8PG0GJ,B000W08K0U,1,1,5,"I love, love, love this song, I enjoyed the movie Sould Food and wanted to find this song as soon as I heard it.","I love, love, love this song, I enjoyed the movie Sould Food and wanted to find this song as soon as I heard it."
A3VZGFR4KNN25S,B000W08K0U,1,1,5,"You cannot ever go wrong when you listen to a song that is geared towards the ""matriarch"" of a family. It's a tribute.","You cannot ever go wrong when you listen to a song that is geared towards the ""matriarch"" of a family. It's a tribute."
A1QRL9ZS1SQSDE,B000W05EGI,-1,1,4,"Not right now, but it could happen any moment if the right one comes along. Good oldie-but-goodie. Tht's just about it.","Not right now , but it could happen any moment if the right one comes along .. Good oldie - but - goodie .. Tht 's just about it ."
A2CQ99W0NFVGEE,B000W05EGI,1,1,5,Another great song by a great musical artist. Can not wait to add it to my mp3 selections and make a cd.,Another great song by a great musical artist .. Can not wait to add it to my mp3 selections and make a cd .
A10Q1RJCPTRAM5,B000W05EGI,1,1,5,I couldn't wait to listen to this song again after many years.  It takes me back to a much simpler time (my youth) and makes me nostalgic.  Love it!,I could n't wait to listen to this song again after many years .. It takes me back to a much simpler time ( my youth ) and makes me nostalgic .. Love it !
AWAFSYBKPTZI4,B000W0AHYW,1,1,5,This song has a lot of meaning. If you really listen there is a message for all. I highly recommend this one.,If you really listen there is a message for all .. I highly recommend this one .
A16ITYYOPBBP2R,B000W0AHYW,-1,1,5,This is serious. Parents you must introduce Cat to your children. The very idea that a generation could pass without being introduced with some of the best the 70's has to offer is sad.,This is serious .. The very idea that a generation could pass without being introduced with some of the best the 70 's has to offer is sad .
A1SHXWWTG1DKG3,B000W0AHYW,1,1,5,"This song takes me away, not just back to when I would hear it on the radio every day, but that's part of it.
If you never hear any more of Cat Stevens than this song and 'Morning Has Broken' you've heard his essence.","This song takes me away , not just back to when I would hear it on the radio every day , but that 's part of it .. If you never hear any more of Cat Stevens than this song and ' Morning Has Broken ' you 've heard his essence ."
A1ZNRP8GQO5WQJ,B000W05EGI,1,1,5,Loved this song when I first heard it great song!,Loved this song when I first heard it great song!
A2NP5ONODHBGDU,B000W05EGI,1,1,5,Wonderful old school song,Wonderful old school song
A2V6ZG2ULNUZLJ,B000W05EGI,1,1,5,"This is a great oldie, and you can't help but sing along with 10cc on it!","This is a great oldie, and you can't help but sing along with 10cc on it!"
A1FDCMIAMN7787,B000W05EGI,1,1,5,"Another song that's stood the test of time. Very unique, ethereal background. Goldman has helped write many classic rock and pop tunes, from the Yardbirds to the Hollies to 10CC. Cool song!","Very unique , ethereal background .. Goldman has helped write many classic rock and pop tunes , from the Yardbirds to the Hollies to 10CC .. Cool song !"
A15T3Y3BL2AJ9V,B000W05EGI,-1,-1,3,Some psychedelic sound. At the time I kinda liked it. Now I'm not sure. The MP3 sound is a bit 'not so good'.,Some psychedelic sound .. At the time I kinda liked it .. Now I 'm not sure .. The MP3 sound is a bit ' not so good ' .
A39LMEMM6F8UNO,B000W05EGI,1,1,5,High school memories. First girl friend,High school memories .. First girl friend
A15BYSOAD61SS3,B000W05EGI,1,1,5,great buy,great buy
A1WGHU7L4APY3I,B000W05EGI,1,1,5,well produced.,well produced.
AKV6JE85B1LMY,B000W05EGI,1,1,5,Love this song. Good quality,Love this song .. Good quality
AUV9AOOYPFRL7,B000W05EGI,1,1,5,"He's not heavy;;; I'm not in love. . Bring your salt shaker and enjoy
some gentle opposite-speak::: I'm in love and the music is gorgeous
and the tenderness drips from every note, every word. . Soak it up
and enjoy the liquid hugs of a wonderful song!","He 's not heavy ; ; ; I 'm not in love . .. Bring your salt shaker and enjoy 
 some gentle opposite - speak : : : I 'm in love and the music is gorgeous 
 and the tenderness drips from every note , every word . .. Soak it up 
 and enjoy the liquid hugs of a wonderful song !"
AGS40QL8ONEI1,B000W05EGI,1,1,5,Great song!,Great song!
A35Q0RBM3YNQNF,B000W05EGI,1,1,5,After watching Guardians of the Galaxy several times this song turned into an ear-worm so I bought the song. It has a moody borderline creepy feel that for some reason I like.,After watching Guardians of the Galaxy several times this song turned into an ear - worm so I bought the song .. It has a moody borderline creepy feel that for some reason I like .
A19FKZCATE1O32,B000W05EGI,1,1,5,Classic,Classic
A1IMI4B95YDMV5,B000W0AHYW,1,1,5,Great.,Great.
AVQHN4G06F4Q1,B000W0AHYW,1,1,5,"Probably my favorite track by this artist. Classic seventies easy listening track, good for all fans of Simon & Garfunkel, Carly Simon etc.","Probably my favorite track by this artist .. Classic seventies easy listening track , good for all fans of Simon & Garfunkel , Carly Simon etc ."
AJZ2IH28PQT00,B000W0AHYW,1,1,5,Great song,Great song
A3VK4PR7IWKI36,B000W0AHYW,1,1,5,Just a good old mellow oldie.,Just a good old mellow oldie.
A3H04ZII3F1IF7,B000W0AHYW,-1,-1,3,Limited and short,Limited and short
A232A8PWAXIODE,B000W0AHYW,1,1,5,Who from my generation can't love this whole album as a MP3 download! Love it and love his music. Always have. Thanks!,Who from my generation ca n't love this whole album as a MP3 download !. Love it and love his music .. Always have .. Thanks !
A2VYPEKBMV1E14,B000W05EGI,1,1,5,"When you want to mellow out and remember how it felt after your break up, this is that song.","When you want to mellow out and remember how it felt after your break up, this is that song."
A3CMH63FV9I5DR,B000W05EGI,-1,1,5,another oldie but goodie,another oldie but goodie
A27N1ZDYOHVPVD,B000W05EGI,1,1,5,great song,great song
AO4Z9WB9JQ8X8,B000W05EGI,1,1,4,Like  it.,Like  it.
A293EHO7Y1LG3S,B000W05EGI,1,1,5,Smooth song mane,Smooth song mane
A2XH00B2HM52Z7,B000W05EGI,1,1,5,Excellent song,Excellent song
A374WNBWOA9JVQ,B000W05EGI,1,1,5,love it,love it
